,Surface_log,Living_log,Number of bedrooms,APARTMENT_BLOCK,BUNGALOW,CASTLE,CHALET,COUNTRY_COTTAGE,EXCEPTIONAL_PROPERTY,FARMHOUSE,HOUSE,MANOR_HOUSE,MANSION,MIXED_USE_BUILDING,OTHER_PROPERTY,TOWN_HOUSE,VILLA,Pool,latitude,longitude,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,HYPER_EQUIPPED,INSTALLED,NOT_INSTALLED,SEMI_EQUIPPED,USA_HYPER_EQUIPPED,USA_INSTALLED,USA_SEMI_EQUIPPED,USA_UNINSTALLED,Furnished,Open fireplace,Terrace,Garden,Price,Price_log
2873,6.244166900663736,5.799092654460526,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1548066,4.4458312,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,945000.0,13.758940206475879
2874,6.244166900663736,5.799092654460526,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1548066,4.4458312,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,945000.0,13.758940206475879
2876,6.492239835020471,5.521460917862246,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.91140755,3.3604037488966805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,250000.0,12.429216196844383
2877,5.8916442118257715,4.9344739331306915,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.06251575,4.71943107216415,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,349000.0,12.762827201184564
2879,6.230481447578482,5.634789603169249,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.4665284,4.8661892,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,475000.0,13.071070083016778
2880,5.123963979403259,4.867534450455582,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2438894,4.4397179,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,359000.0,12.791077667470416
2881,6.415096959171596,5.7899601708972535,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9094333,4.2015646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299000.0,12.608198852372823
2882,6.068425588244111,5.231108616854587,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.7715779,3.8827287,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,272000.0,12.513557345278134
2883,5.272999558563747,4.927253685157205,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1928907,4.488953,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,315000.0,12.66032791780777
2884,5.996452088619021,5.5053315359323625,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1704119,4.4566996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,435000.0,12.983101310070822
2885,5.703782474656201,5.488937726156687,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2781955,4.4209857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,395000.0,12.886641043883259
2886,4.941642422609304,5.3706380281276624,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6650412,5.629981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,259000.0,12.464583340681674
2889,7.549609165154532,5.929589143389895,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.870107000000004,3.89902812063107,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,298500.0,12.606525211814795
2890,5.135798437050262,4.787491742782046,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.8546564,5.2529266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100000.0,11.512925464970229
2891,5.332718793265369,5.8522024797744745,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.5180856,5.2408138,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,175000.0,12.072541252905651
2892,5.768320995793772,5.298317366548036,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9303735,5.3378043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349000.0,12.762827201184564
2894,4.983606621708336,5.616771097666572,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.0538286,3.7250121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445445.0,13.006829061481461
2896,3.6635616461296463,4.727387818712341,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2088871,3.4452214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150000.0,11.918390573078392
2898,7.138073034044347,5.049856007249537,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51.17625475,4.298036873275151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,610000.0,13.321214236149494
2900,5.799092654460526,5.0106352940962555,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.8121065,3.1864393078698976,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,325000.0,12.691580461311874
2902,6.432940092739179,5.351858133476067,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6000654,5.3584259,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,289000.0,12.57418196709457
2903,5.723585101952381,4.90527477843843,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.8024529,5.3435704,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,245000.0,12.409013489526863
2904,5.84354441703136,5.056245805348308,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9635024,5.696445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239000.0,12.384218830913648
2905,3.784189633918261,4.465908118654584,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.844609649999995,3.3093368973972774,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129000.0,11.76756768334381
2906,6.553933404025811,5.817111159963204,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.869252,3.8103878,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,495000.0,13.112313041550827
2907,7.146772179452637,5.659482215759621,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0284779,5.7311405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595000.0,13.296316684527767
2908,6.57507584059962,5.501258210544727,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.7800261,4.2443604,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,625000.0,13.345506928718539
2909,5.442417710521793,4.812184355372417,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.93434535,3.3468206372996305,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,175000.0,12.072541252905651
2910,5.176149732573829,5.641907070938114,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9287524,4.4228712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,345000.0,12.751299696013497
2912,6.661854740545311,4.941642422609304,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9919047,4.7040582,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,235000.0,12.367340793126296
2913,4.762173934797756,5.0106352940962555,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.3433866,3.2884738,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,695000.0,13.45166712454693
2914,7.102499355774649,5.991464547107982,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.82694775,5.203424911603399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000.0,13.795307850646754
2917,9.731512287796317,6.267200548541362,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.995756150000005,3.74567419991459,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2200000.0,14.603967918328545
2918,7.337587743538596,6.272877006546167,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.21288495,4.249081329859443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,775000.0,13.560618308335483
2919,6.490723534502507,5.598421958998375,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1319999,3.6789079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399000.0,12.896716695872
2921,5.3230099791384085,4.442651256490317,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.26711375,3.040837568315692,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,228000.0,12.337100907936577
2922,5.484796933490655,4.997212273764115,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2065228,4.0771037,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,298000.0,12.604848765487542
2923,5.3706380281276624,5.1647859739235145,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2516344,4.4980446,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,385000.0,12.86099861326992
2924,4.127134385045092,4.882801922586371,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0538286,3.7250121,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290000.0,12.577636201962656
2925,5.981414211254481,5.247024072160486,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.597156049999995,3.627393779864556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239000.0,12.384218830913648
2926,5.981414211254481,5.247024072160486,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.597156049999995,3.627393779864556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239000.0,12.384218830913648
2927,5.981414211254481,5.247024072160486,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.597156049999995,3.627393779864556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239000.0,12.384218830913648
2928,5.981414211254481,5.247024072160486,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.597156049999995,3.627393779864556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,239000.0,12.384218830913648
2929,6.982862751468942,4.653960350157523,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.5497761,5.3240992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000.0,12.128111104060462
2930,7.8119734296220225,5.655991810819852,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6108733,4.4510726,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,675000.0,13.422467969854667
2931,6.79794041297493,5.1647859739235145,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.4679229,4.4698256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,319000.0,12.672946381766982
2933,4.8283137373023015,4.672828834461906,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.56110445,4.170413839684581,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,210000.0,12.254862809699606
2934,4.787491742782046,4.762173934797756,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6650412,5.629981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,190000.0,12.154779351142624
2937,6.709304340258298,5.429345628954441,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.2031044,4.5238022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,575000.0,13.262125319779487
2938,6.907755278982137,6.461468176353717,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.811795,4.3181187,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1450000.0,14.187074114396758
2939,7.114769448366463,5.8664680569332965,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9444948,3.124765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,475000.0,13.071070083016778
2942,5.780743515792329,5.062595033026967,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1048944,3.1606518,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,415000.0,12.936033799212835
2943,6.762729506931879,5.318119993844216,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.346989300000004,4.527624748646935,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,615000.0,13.329377546788654
2944,4.0943445622221,4.477336814478207,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.7937353,3.167040611100269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,136500.0,11.824079893607152
2946,5.384495062789089,5.030437921392435,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0626964,4.357232464403333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,332410.0,12.71412442574677
2947,6.60934924316738,5.19295685089021,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6000654,5.3584259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200000.0,12.206072645530174
2948,5.736572297479192,5.19295685089021,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.51552395,4.3827158869125675,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,295000.0,12.594730635321957
2949,4.553876891600541,4.941642422609304,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6451381,5.5734203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,205000.0,12.230765258120545
2951,6.786716950605081,5.043425116919247,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.7861863,3.1627429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000.0,12.072541252905651
2955,6.837332814685591,5.017279836814924,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9514713,4.7094054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260000.0,12.468436909997665
2956,7.362010551259734,5.5093883366279774,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.3830936,4.3914966,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,369000.0,12.818551923022664
2957,4.844187086458591,5.220355825078324,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.7981063,4.4176441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,735000.0,13.507625778194974
2959,6.717804695023691,4.852030263919617,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9934543,4.8697373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000.0,12.072541252905651
2963,5.480638923341991,5.204006687076795,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.4103004,4.165163,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165000.0,12.013700752882718
2965,5.700443573390687,4.442651256490317,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.5994478,5.4699616,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,159000.0,11.976659481202368
2972,6.403574197934815,5.560681631015528,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.913822249999996,3.2090654210556964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,399750.0,12.8985946306962
2973,6.403574197934815,5.560681631015528,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.913822249999996,3.2090654210556964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,399750.0,12.8985946306962
2974,5.556828061699537,5.159055299214529,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.133297,4.3870241,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,399000.0,12.896716695872
2975,5.986452005284438,4.882801922586371,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9842743,4.836429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,299000.0,12.608198852372823
2976,6.293419278846481,5.6240175061873385,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.4756986,5.5748498,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,145000.0,11.884489021402711
2977,5.820082930352362,5.697093486505405,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0730461,4.0424143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,359000.0,12.791077667470416
2978,6.907755278982137,5.214935757608986,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.94990995,5.437089151361523,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,369000.0,12.818551923022664
2979,5.4510384535657,4.941642422609304,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.2854167,4.3119991,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,195000.0,12.180754837545884
2984,6.852242569051878,5.209486152841421,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2747463,3.2292277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000.0,12.429216196844383
2987,7.286191714702382,5.8289456176102075,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.945767450000005,4.389025939080176,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,950000.0,13.764217263576723
2988,7.251344983372214,5.429345628954441,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9698619,3.987875782018607,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,525000.0,13.17115354157376
2990,7.080867896690782,7.080867896690782,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.5727285,4.5342675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,120000.0,11.695247021764184
2992,5.940171252720432,5.111987788356544,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6084328,4.2235457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,250000.0,12.429216196844383
2993,6.068425588244111,5.075173815233827,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50.6386942,5.3191175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,235000.0,12.367340793126296
2995,5.849324779946859,5.153291594497779,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.4120332,4.4436244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,235000.0,12.367340793126296
2998,4.941642422609304,5.703782474656201,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8331141,4.3668279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1095000.0,13.906264921232738
2999,4.941642422609304,5.703782474656201,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8249958,4.3454841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1095000.0,13.906264921232738
3001,6.620073206530356,5.225746673713202,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.3178319,4.9817086,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,299000.0,12.608198852372823
3002,5.703782474656201,5.0238805208462765,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.3233812,4.948461,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,275000.0,12.524526376648708
3003,3.871201010907891,4.465908118654584,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.061875,3.7488657,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,219000.0,12.296827008798639
3004,5.117993812416755,5.365976015021851,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1646685,4.1395124,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,295000.0,12.594730635321957
3010,5.135798437050262,4.969813299576001,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.4337613,3.8276077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79000.0,11.27720313144916
3011,6.154858094016418,5.2832037287379885,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.210474399999995,4.02404125321308,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,325000.0,12.691580461311874
3012,7.097548850614793,5.209486152841421,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.6122761,5.9402987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,495000.0,13.112313041550827
3013,6.934397209928558,5.0106352940962555,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.723275,5.9206098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355000.0,12.779873068457553
3014,4.174387269895637,4.990432586778736,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9444948,3.124765,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110000.0,11.608235644774552
3015,5.459585514144159,5.3471075307174685,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.144191899999996,2.728191316916685,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,295000.0,12.594730635321957
3016,6.9411900550683745,5.181783550292085,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2624772,4.6921638923036735,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450000.0,13.017002861746503
3018,6.38856140554563,5.308267697401205,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1253635,4.2133313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319000.0,12.672946381766982
3019,7.38770923908104,5.262690188904886,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.6724649,5.0779916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,448000.0,13.012548511397123
3020,6.148468295917647,4.844187086458591,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.7800261,4.2443604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320000.0,12.676076274775909
3021,5.521460917862246,4.787491742782046,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1611887,4.670951731704948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,249000.0,12.425208175446844
3022,4.060443010546419,5.075173815233827,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2211097,4.3997081,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,209000.0,12.250089530946948
3023,3.4339872044851463,4.382026634673881,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2211097,4.3997081,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,289000.0,12.57418196709457
3024,4.060443010546419,5.075173815233827,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2211097,4.3997081,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,209000.0,12.250089530946948
3025,5.0106352940962555,4.941642422609304,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.1187231,3.705820038711427,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,350000.0,12.765688433465597
3026,4.836281906951478,5.521460917862246,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.31700275,3.133658034483461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,565000.0,13.244581010128577
3027,5.351858133476067,4.653960350157523,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2211394,4.2821446,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,210000.0,12.254862809699606
3028,6.171700597410915,5.135798437050262,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0359382,4.1634796,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,249900.0,12.428816116823043
3029,8.630521876723241,7.9672801789422,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4250323,4.4865026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990000.0,13.805460222110773
3030,7.718685495198466,7.575584651557793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4250323,4.4865026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520000.0,13.16158409055761
3031,6.5722825426940075,6.214608098422191,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4250323,4.4865026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.0,12.793859310432293
3032,6.835184586147301,5.3230099791384085,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.9805959,4.5292189,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,499000.0,13.120361374733656
3033,8.878497403738631,8.101677747454572,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4250323,4.4865026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000.0,14.077874822431765
3034,6.551080335043404,5.736572297479192,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.6349978,5.7982447,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,659000.0,13.398478813484644
3035,7.05617528410041,4.867534450455582,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.7949836,5.0672528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270500.0,12.508027377268673
3037,7.302496423727326,5.123963979403259,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.013204349999995,5.0867082934311245,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,350000.0,12.765688433465597
3040,4.997212273764115,4.859812404361672,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.2781955,4.4209857,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,249000.0,12.425208175446844
3041,6.907755278982137,5.19295685089021,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.4624046,4.79813541967836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,275000.0,12.524526376648708
3042,4.276666119016055,4.983606621708336,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0873789,4.3667216,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,245000.0,12.409013489526863
3046,6.879355804460439,5.602118820879701,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.4405961,5.1491871,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,275000.0,12.524526376648708
3049,6.396929655216146,5.262690188904886,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.7153727,4.396367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,725000.0,13.493926933836812
3051,5.480638923341991,5.247024072160486,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.6108733,4.4510726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,290000.0,12.577636201962656
